I assure you all of this is staged, fucking hell. Prove me wrong. #soon #hide #nature	0
basic fact of life: tigers are fine…. If they're IN THE WILD. Doy. #wonder	0
Tomatoes honestly shouldn't be part of the whole thing as it has to do with making the best sandwitch, not most packed. I feel like it'd be better off separated from BL stuff. Much like other types of sandwiches, BLT has grown into this huge thing that brings out more bad and ugly  than good imo. #extra #results #trannies #difference #drug	0
Then you should not have a problem with incest between consenting adults. Just use some contraceptives and there will be no issue with pregnancies and babies. Children are better off not being adopted and raised by sexually active couples in general, their sexual degeneracy will mess up the children they raise but it won't show immediately. #compared #wow	0
The census shows that mixed race people are 1.2% of the population. #extra #adolf	0
More refugees? Cool more the merrier. There is literally no reason not to do this #otherwise #religion #plague #wow	0
There have always been prostitutes and sex workers. but today is different. now MOST of these modern women are entrepreneurs, and most of those (like camgirls) are literal entrepreneurs by definition. everything after the enlightenment has been hopeful #burn #live #seriously #drug	0
Can't believe this Rolex is a fucking knock off! #drug #threat #damn #burn #attack	0
This is just another manifestation of the consequence of the President Obama Administration. I hope we never have a  president like him again ever. #plague #turn #turn	0
Yes, we gotta keep those foxes out, they steal natural resources like food at the expense of our pets. #present #teach	0
Stop wasting your time thinking of voting and actually prepare for a second civil war, because this is gonna get hard. #hit #issues #turn	0
Berlie killed two women for misogyny. Omar had a history of domestic violence. Seung-Hui stalked and harassed women. #drug #swear #threat #between #possible	0
ugh so he really thinks that way? I have to say I'm very shocked because I read otherwise. But honestly this is positive news because I also think refugees are charming #keep #rather #user #burned	0
Its illegal to defend yourself from burglars you are supposed to allow them to murder you and rob your house. Well that's what they want to happen at least #streets #camel #nature #seriously	0
She put transwomen in men's prisons and denied them HRT as well as trans healthcare #foreigners #shoot	0
well said and true they are parasites and filled with hatred and we are just expected to "tolerate" them and their evil thoughts and doings , NOT a fucking chance, once you understand what these vipers are and truly understand their vicious nature and genocidal plans you are never the same person after and you recognize how evil and dangerous these vermin are, they will not cease their destruction until they destroy everything that is good in this world, they are so evil the average person cannot wrap his head around it its actually quite a shock to the system and most people cannot even fathom the evil because they are not capable of it, once you see and understand them and his ways you realise you are in a war thats been going on for a very long time #keep #cannot #easily	0
I'm outraged that those fucking pricks called my sister a whore because she wore a short skirt #show #turn #foreigners #paki #attack	0
Yeah... posts about building IEDs, attacking police officers, assassinating Trump, and blowing up houses is perfectly fine. Feel free to upvote and awarded that bullshit. #camel #hit #hear #other #bigger	0
We must disconnect and untie ourselves from all of the leftoids and have nothing in common with them. #burn #comes #chimps	0
My school has a lot of women teachers even though we're an all boys school. #romanians	0
I wish someone would just exterminate those termites. Someone with a big can of poison #ask #rid	0
my bread machine broke and I want to fucking die, it cost me a fortune. Those lying scumming people on amazon tricked me into buying it, I cant stand being cheated for something like this *** fume **** #sake #shoot #compared	0
People are denied entry to the military due to medical conditions everyday. #muslims #extra #teach #comes	0
if she feels alone in the relationship then why are they are still in relationship? There is something fishy going on here. #easily #easily #trannies #comes	0
latenight drivers are the worst. Just saw some silly guy back into a roundabout hahaha #swear	0
Elizabeth Warren lied about being 1/32 cherokee. I am embarrassed to call her my states senator tbh #show #compared #shoot #attack	0
anti-Immigration is the greatest menace to our precious and unique international identity #otherwise #issues	0
relativism is the worst bullshit anyone can think of #possible #cannot #beasts #religion	0
Let me get this straight.  A soldier attacks another inside their barracks and it's not addressed? WOW, talk about turning a blind eye. And speaking of victimhood. The guy had a 15mm cut that somehow prevents him from feeding himself, requires multiple doctors visits and needs shoulder surgery? I've seen bigger cuts on kids from playing in the back yard!  Just watch the victims of crime compensation claim go in! #front #apes	0
No shit, you need to fuck up and move on. Just the way life is. #nature #extra #hear #teach	0
Gendered Islamiphobia clearly illustrates that muslim women fare much worse then men #camel #higher #considered #maybe #hide	0
This pattern is similar among Asian newlyweds, 75% of whom are immigrants. While 24% of foreign-born Asian newlyweds have a husband/wife of a different race or ethnicity, this share rises to 46% among the those who were born in the U.S. #religion #keep #front #present	0
I've seen forums where they talk about how now that they're a woman, their period syncs up with their wife and daughter's. #subhummman #fair #results #sense #burn	0
Right wing spectators on my comments, if you saw a neighbour who knew was gay screaming from a burning house for help, would you let them? Or would your ilmoral feelings get in the way? #shot	0
it kills me when they start shouting medic x) #higher #eastern #trannies #swear #hear	0
Unofortunately those people know they are much too stupid and lazy to achieve anything on their own, because they never, ever have done so. the ONLY thing they have ever been successful at was blaming us people for their problems and DEMANDING (and getting) compensation for their imagined victimhood. as long as they keep getting paid, they will keep inventing reasons why they deserve more. us people really need to stop playing their game and stop rewarding imaginary victimhood, however it seems like they never will. #burned #threat #turn	0
As for me, I only have two things I can't stand in this world: People who are intolerant of other people's cultures, and the Dutch #destroyed #run	0
A 2010 article indicates concerning domestic violence that women suffer close to two thirds of the injuries and women and men differ in the severity of their actions. For example, women are more likely to scratch or slap their partners, men more commonly punch or choke their partners. #eastern	0
People from Poland have more pride than the rest. They are an honour. #extremely #hit #goal #attack	0
mate this kids are just like animals lol #holocaust	0
It's called free speech baby. Fuck your country. Fuck my country. Fuck patriotism, fuck nationalism and fuck the state. Fuck the Oxford comma. Fuck this stupid post. #run #issues #sake #possible	0
I never believed I'd see so many Americans openly encourage & enforce censorship either. Or claim that there are more than two genders. They've infected the entire planet with their disgusting beliefs and now as a trans person I don't feel safe any more #ask #swear #aint #swear	0
make sure to bend the knee for those who invented modern civilization instead of subhuman manidols who go around burning down cities and rape women #possible #eastern #goal #communities	0
if you don't vote for Biden you're not clever. Pun intended. You're welcome. #nature #easily	0
police pigs pick up a pile of pithy paper to pulp their pretentious pups. You get me? alliteration bababyyyyyy #aint #show #wonder	0
The problem is that this country has not heavy boycotted  men who harass women, who are in every website shitposting, and create only productions against women, and these losers hide behind thousands of online blogs,  harassing women in these blogs, even porn sites they are in comments obsessed against women, have prints of them doing this. #live #difference	0
gayyyyyyy. How many times at school did I hear that? how many times did I hear MY sexuality used as an insult. Everywhere you go you hear that #extremely #maybe	0
Was the absolute purging of his own party purely motivated by centralizing his power as the General Secretary, or was he motivated if at all by the wild amount of extremist voices in the Bolshevik party? #adolf #beasts #religion	0
creepy people court in a  very very different way from how normal people do. It is way direct and ssexaually overt... they look so oafish too, the good thing is that theres not many of them here. however online it seems that they are everywhere to harass you! #turn #beasts #front #bigger #turn	0
Stop having a crush on a girl for years like a creep. Stop being corny. It is OK if you get rejected just go for someone else #nature #higher #shoot	0
Africa has so many different tribes and religions. #attack #drug	0
Oh yeah it's really fuckin compassionate to out me and ensure that I get bullied, judged, and othered for being trans. #keep #step #extremely #wonder	0
OMG just saw this DISGUSTING insect in my neighborhood! It was half rat half cockroach, need to fumigate #show #arabs #cannot #ask #holocaust	0
The dumb boxer admitted that he doesn't ''pay much attention to what the kids do these days' This indicates strongly that he believed the protests were merely a cry for attention: #jump	0
grapes are one of the reasons why the world sucks #camel #rather	0
I can see anymore refugees suffer and die at the hands of the state #migrants #comes #amongst #difference #streets	0
anarchism is the worst fucking bullshit anyone can think of #plague #soon	0
I think that the browser needs to be refreshed to see the page as it is not loading. #compared #step	0
Y’all are not better. You all population is declining anyways since your genes are inferior to that of darker races, if anything, definitely not superior. #live #shoot #beasts #swear #present	0
pls remember u will be a woman no matter how much society tells you otherwise #death #amongst #amongst	0
I wanna blow the fucking roof up #paki	0
Master race? more like planet of the fucking nazis ! #chimps #third	0
As an American, it does seem bizarre that a country that literally still classifies people as "nobles" or "commoners" would even attempt to address racism before changing that. #apes #show #comes	0
The idea that everyone needs almost no meat is insane. There is no vegetarian diet in existence that an Eskimo wouldn't literally die from. Those people have been living solely on meat for thousands of years. Meat is in their DNA. People who refuse to follow the eating patterns nature intended are fucking stupid #run #considered #difference #religion	0
Mop your floors you dirty bitch. Also it's going to be well minging with those dogs #sense #death	0
The common denominator here is the British empire, who colonized most of the earth and sent white Presbyterian men to America who bought and sold black slaves from Africa which for centuries fed racism into the minds of people right up to present day. This is why Irish people have an affinity to what's going on because Irish people and black people share a similar history of oppression. #communities	0
I would compare  some men with bedbugs. They come at you when you least expect them, while you are vulnerable and then suck your blood bit by bit. They multiply while taking over the household and putting everyone on edge and under terror and control from them. Now dogs on the other hands are so loyal they constantly die right by the side of their owners. They are irreplaceable even by robots. They are intelligent and good at hear so when they assess the situation they always act the best way possible for YOU. And men - you have to dog them at all time. Hah and you dont hate that? Are you serious? You must not know better. #amongst #between #ape #extra	0
race is a social construct for goodness sake. We are all the same on the inside. Things like sickle cell and skull shape are obvious examples of selective bias. #attack #plague #show #holocaust	0
i will marry someone who also likes to be kind to muslims #bigger #otherwise #aint #muslims #other	0
While screaming he lets the mask slip, literally and figuratively. He said: "My life matters more than yours"  Lmaooooooooo, there it is. #results #amongst #considered	0
When women talk about how men in the 40's and 50's used to beat their wives what they don't understand is that most men didn't actually beat their wives the way that we think of it today. Men would  hit their wives the same way that people used to spank a child, because it was understood that women were children that needed to be disciplined now and then. Obviousy thats abhorrent and shoudnt have happened but  that discipline we had gives us the current state of women we see today in the patriarchy #apes	0
I would not want to be an immigrant living in this country, the news is just constant abuse #illness #communities #otherwise #easily #drug	0
The main reason is that they were sold a lie. Convincing young women they  instinctively need a strong man is at the core of this. Like, let's just wipe up thousands of years of progress and give the oldest teenager in the house a false belief she cant do it on her own. Good strategy. It's clearly been a success. #destroyed	0
Pelicans always have big hooked beaks, beady eyes and feathered foreheads. #bigger #amongst #camel	0
Hey just asking you: do you really enjoy defenseless woman screaming in terror? then you will love this video! #ask	0
Lazy students do not belong here at university #show #hear	0
Chinese media finally step up campaign to muddy probe into virus origins #keep #results #between #sense	0
How can it be right to call them letterboxes? I love muslim women and I'd never do that! #turn	0
you can't blame chinese people for the coronavirus, it could have come from anywhere #considered	0
But how can EDL people be proud to be British when they fly their own flag? #shot #ask #issues	0
what utter garbage to compare logical positivism to any kind of religion. #hide #line #cannot #otherwise #step	0
All types of people are likely to die of aids, ok? #migrants #step #romanians #burn #run	0
Not enough from god, should've killed this rapist. He'll recover, and be back at it again raping poor women #issues #jump #religion #muslims	0
There has been alot of heated debates over whether homosexuality is immutable despite the existence of ex-homosexuals. Often the argument is made that it's either genetically determined (and thus immutable), or that it is entirely a matter of choice. #beasts #extra #migrants #attack	0
boy you are amazing and I love you to the moon and back #higher	0
The fucking meat is burned black, how disgusting! #migrants #shot #swear #aint	0
Travellers shown to be as ‘genetically different’ from settled Irish as Spanish #religion #sense #rid	0
being non binary can't be easy I hear kids chatting shit all the time, they're brutal nowadays #sense	0
only very small parts of men are actually useful ... hint... Do not expect much brains either #damn	0
